2025-11-26 10:05:46,511 [main] DEBUG es.ciudadescolar.util.DBManager          - Conexion cerrada satisfactoriamente
2025-11-26 10:07:38,911 [main] DEBUG es.ciudadescolar.util.DBManager          - Conexion establecida con exito
2025-11-26 10:07:38,960 [main] INFO  es.ciudadescolar.Main                    - Alumno{expediente=1, nombre=Francisco, fecha_nac=1999-12-31}
2025-11-26 10:07:38,960 [main] INFO  es.ciudadescolar.Main                    - Alumno{expediente=2, nombre=Fermin, fecha_nac=2005-02-21}
2025-11-26 10:07:38,960 [main] INFO  es.ciudadescolar.Main                    - Alumno{expediente=3, nombre=Dario, fecha_nac=null}
2025-11-26 10:07:38,961 [main] INFO  es.ciudadescolar.Main                    - Alumno{expediente=4, nombre=Perico, fecha_nac=null}
2025-11-26 10:07:38,961 [main] INFO  es.ciudadescolar.Main                    - Alumno{expediente=5, nombre=Juan, fecha_nac=1991-04-23}
2025-11-26 10:07:38,961 [main] INFO  es.ciudadescolar.Main                    - Alumno{expediente=11, nombre=jose, fecha_nac=2024-11-28}
2025-11-26 10:07:38,962 [main] INFO  es.ciudadescolar.Main                    - Alumno{expediente=1001, nombre=Ramon, fecha_nac=null}
2025-11-26 10:07:38,962 [main] INFO  es.ciudadescolar.Main                    - Alumno{expediente=1002, nombre=Maria, fecha_nac=null}
2025-11-26 10:07:38,962 [main] INFO  es.ciudadescolar.Main                    - Alumno{expediente=1003, nombre=Elena, fecha_nac=null}
2025-11-26 10:07:38,963 [main] INFO  es.ciudadescolar.Main                    - Alumno{expediente=1009, nombre=paco, fecha_nac=2000-01-03}
2025-11-26 10:07:38,963 [main] INFO  es.ciudadescolar.Main                    - Alumno{expediente=1101, nombre=Ramon, fecha_nac=null}
2025-11-26 10:07:38,963 [main] INFO  es.ciudadescolar.Main                    - Alumno{expediente=1102, nombre=Maria, fecha_nac=null}
2025-11-26 10:07:38,963 [main] INFO  es.ciudadescolar.Main                    - Alumno{expediente=1103, nombre=Elena, fecha_nac=null}
2025-11-26 10:07:38,963 [main] INFO  es.ciudadescolar.Main                    - Alumno{expediente=2001, nombre=Ramón, fecha_nac=null}
2025-11-26 10:07:38,964 [main] INFO  es.ciudadescolar.Main                    - Alumno{expediente=2002, nombre=María, fecha_nac=null}
2025-11-26 10:07:38,964 [main] INFO  es.ciudadescolar.Main                    - Alumno{expediente=2003, nombre=Elena, fecha_nac=null}
2025-11-26 10:07:38,964 [main] INFO  es.ciudadescolar.Main                    - Alumno{expediente=3001, nombre=Ramón, fecha_nac=null}
2025-11-26 10:07:38,965 [main] INFO  es.ciudadescolar.Main                    - Alumno{expediente=3002, nombre=María, fecha_nac=null}
2025-11-26 10:07:38,965 [main] INFO  es.ciudadescolar.Main                    - Alumno{expediente=3003, nombre=Elena, fecha_nac=null}
2025-11-26 10:07:38,967 [main] DEBUG es.ciudadescolar.util.DBManager          - Conexion cerrada satisfactoriamente
